"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"92,Dante Cunningham\cunnida01,SF,29,NOP,44,1099,8.8,.540,.512,.058,3.4,14.2,8.8,3.9,1.0,1.6,7.5,10.8,,0.5,1.0,1.5,.064,,-2.2,0.7,-1.5,0.1"
"93,Seth Curry\curryse01,PG,26,DAL,54,1542,15.1,.588,.451,.122,1.6,9.5,5.3,16.6,2.2,0.3,11.4,19.2,,2.0,1.4,3.4,.106,,1.4,-0.1,1.3,1.3"
"94,Stephen Curry\curryst01,PG,28,GSW,57,1905,24.2,.632,.551,.260,2.1,11.5,7.1,28.9,2.5,0.5,12.8,29.1,,6.3,2.7,9.0,.227,,7.3,-0.6,6.7,4.2"
"95,Troy Daniels\danietr01,SG,25,MEM,44,757,12.4,.550,.700,.141,1.9,6.8,4.3,6.9,1.2,0.3,7.2,22.4,,0.7,0.6,1.3,.084,,1.3,-3.3,-2.0,0.0"
"96,Anthony Davis\davisan02,C,23,NOP,55,1999,27.2,.575,.081,.430,6.6,28.2,17.3,11.5,1.7,5.6,9.7,32.8,,3.8,3.8,7.7,.184,,1.0,2.5,3.5,2.8"
"97,Deyonta Davis\davisde01,C,20,MEM,26,187,11.1,.527,.000,.436,10.0,21.9,15.8,1.7,0.3,7.7,14.7,13.2,,0.1,0.3,0.4,.096,,-5.9,2.2,-3.7,-0.1"
"98,Ed Davis\davised01,PF,27,POR,46,789,11.4,.563,.000,.570,13.2,20.8,17.0,4.8,0.9,2.3,17.2,11.9,,1.0,0.6,1.6,.096,,-2.3,0.1,-2.2,0.0"
"99,Dewayne Dedmon\dedmode01,C,27,SAS,51,889,17.2,.649,.000,.359,10.9,31.6,21.6,5.0,1.7,4.2,14.7,12.5,,1.8,2.1,3.8,.207,,-1.0,3.6,2.6,1.0"
"100,Sam Dekker\dekkesa01,SF,22,HOU,60,1179,14.1,.561,.438,.156,7.8,13.8,10.8,7.9,1.4,1.4,8.5,15.7,,1.8,1.1,2.9,.118,,0.3,-0.5,-0.3,0.5"
"101,Malcolm Delaney\delanma01,PG,27,ATL,58,1029,8.2,.462,.277,.229,1.1,9.8,5.5,23.4,1.6,0.1,17.8,18.9,,-0.9,1.0,0.1,.006,,-4.3,-1.2,-5.5,-0.9"
"102,Matthew Dellavedova\dellama01,PG,26,MIL,51,1352,9.9,.498,.390,.205,1.5,7.2,4.4,27.5,1.6,0.0,19.7,15.9,,0.4,0.5,0.9,.031,,-1.6,-2.9,-4.5,-0.9"
"103,Luol Deng\denglu01,SF,31,LAL,55,1473,10.2,.471,.385,.149,4.5,17.3,10.6,7.2,1.6,1.1,8.5,14.3,,0.2,0.8,1.0,.033,,-2.2,-0.1,-2.3,-0.1"
"104,DeMar DeRozan\derozde01,SG,27,TOR,51,1812,24.1,.549,.072,.408,3.0,13.9,8.4,19.5,1.6,0.4,8.6,34.4,,4.6,1.4,6.0,.158,,2.0,-1.8,0.2,1.0"
"105,Cheick Diallo\diallch01,PF,20,NOP,9,94,16.9,.472,.000,.256,13.3,22.6,17.9,5.2,1.6,2.6,4.4,21.4,,0.1,0.1,0.2,.104,,-3.8,-0.7,-4.5,-0.1"
"106,Boris Diaw\diawbo01,PF,34,UTA,49,881,7.8,.501,.267,.111,3.5,9.0,6.4,18.6,0.8,0.2,22.2,15.6,,-0.3,0.9,0.5,.029,,-3.1,-0.2,-3.3,-0.3"
"107,Gorgui Dieng\dienggo01,PF,27,MIN,59,1893,14.3,.558,.061,.226,8.2,20.5,14.3,8.4,1.7,2.8,12.5,14.4,,2.3,1.9,4.2,.106,,-0.5,2.0,1.5,1.7"
"108,Spencer Dinwiddie\dinwisp01,PG,23,BRK,35,757,12.1,.577,.287,.436,1.7,11.6,6.7,20.4,1.2,1.2,15.0,14.3,,1.0,0.3,1.3,.086,,-1.4,-0.7,-2.1,0.0"
"109,Toney Douglas\douglto01,PG,30,MEM,15,259,10.9,.467,.388,.250,2.1,16.3,9.0,20.3,2.6,1.5,14.5,18.1,,-0.1,0.4,0.3,.064,,-2.6,1.6,-1.0,0.1"
"110,Goran Dragic\dragigo01,PG,30,MIA,51,1737,19.5,.585,.254,.332,2.4,10.1,6.2,30.7,1.5,0.5,15.0,26.6,,3.5,1.7,5.2,.145,,3.4,-0.8,2.6,2.0"
"111,Andre Drummond\drumman01,C,23,DET,57,1731,21.4,.526,.009,.360,14.6,36.2,25.2,5.5,2.8,3.2,13.1,23.5,,1.0,4.0,4.9,.136,,-2.1,2.9,0.8,1.2"
"112,Jared Dudley\dudleja01,PF,31,PHO,41,848,11.1,.613,.571,.193,2.5,15.2,8.7,11.1,1.4,0.9,15.7,13.6,,1.0,0.4,1.4,.079,,0.3,-0.4,-0.1,0.4"
"113,Mike Dunleavy\dunlemi02,SF,36,TOT,42,674,9.6,.579,.626,.195,2.0,12.9,7.6,8.1,0.8,0.5,11.7,13.9,,0.6,0.5,1.1,.078,,-1.1,-1.2,-2.4,-0.1"
"113,Mike Dunleavy\dunlemi02,SF,36,CLE,23,366,7.6,.539,.633,.211,1.5,12.3,7.1,7.5,0.8,0.4,12.5,13.5,,0.1,0.2,0.4,.048,,-1.9,-1.3,-3.3,-0.1"
"113,Mike Dunleavy\dunlemi02,SF,36,ATL,19,308,12.0,.624,.619,.179,2.5,13.7,8.2,8.8,0.8,0.5,10.8,14.5,,0.4,0.3,0.7,.114,,-0.2,-1.2,-1.3,0.1"
"114,Kris Dunn\dunnkr01,PG,22,MIN,55,913,7.7,.428,.237,.242,2.3,13.3,7.7,20.9,2.6,2.3,23.3,14.8,,-1.0,0.9,-0.1,-0.006,,-4.3,1.2,-3.0,-0.2"
"115,Kevin Durant\duranke01,SF,28,GSW,57,1945,27.6,.653,.303,.374,2.1,23.2,13.4,22.6,1.6,3.9,10.4,27.7,,7.6,3.7,11.3,.280,,5.5,2.7,8.2,5.0"
"116,Henry Ellenson\ellenhe01,PF,20,DET,14,56,6.0,.448,.609,.043,3.9,20.2,11.9,10.5,0.0,0.0,17.6,22.7,,-0.1,0.0,-0.1,-0.065,,-4.9,-2.6,-7.5,-0.1"
"117,Wayne Ellington\ellinwa01,SG,29,MIA,39,1014,11.7,.543,.659,.097,1.2,7.5,4.3,7.6,1.3,0.2,5.4,17.9,,1.0,0.8,1.8,.087,,1.0,-1.8,-0.7,0.3"
"118,Monta Ellis\ellismo01,SG,31,IND,51,1383,9.8,.522,.230,.262,0.7,10.6,5.7,18.0,1.7,1.1,18.7,16.2,,-0.3,1.0,0.7,.025,,-2.6,-0.2,-2.7,-0.3"
"119,Joel Embiid\embiijo01,C,22,PHI,31,786,24.2,.584,.228,.569,8.5,25.5,17.0,16.3,1.7,7.7,17.9,36.1,,0.5,1.5,2.0,.122,,0.2,3.4,3.6,1.1"
"120,James Ennis\ennisja01,SF,26,MEM,45,1128,11.1,.605,.428,.346,5.8,13.4,9.5,6.1,1.6,1.3,14.6,13.1,,1.3,1.3,2.7,.114,,-0.5,1.2,0.8,0.8"
"121,Tyler Ennis\ennisty01,PG,22,HOU,31,196,4.1,.444,.250,.047,2.3,8.5,5.4,24.4,1.5,0.0,26.9,19.4,,-0.4,0.1,-0.2,-0.056,,-6.7,-2.7,-9.4,-0.4"
"122,Tyreke Evans\evansty01,SG,27,TOT,28,522,16.1,.498,.306,.282,1.2,18.3,9.7,31.5,2.3,1.0,13.8,27.2,,-0.1,0.7,0.6,.054,,-0.6,0.2,-0.3,0.2"
"122,Tyreke Evans\evansty01,SG,27,NOP,26,474,15.9,.491,.308,.256,1.3,17.9,9.5,32.0,2.4,0.7,13.4,27.3,,-0.1,0.6,0.5,.050,,-0.5,0.2,-0.2,0.2"
"122,Tyreke Evans\evansty01,G-F,27,SAC,2,48,17.8,.569,.278,.611,0.0,21.8,10.9,27.6,1.1,3.9,18.0,26.2,,0.0,0.0,0.1,.093,,-1.7,0.0,-1.7,0.0"
"123,Dante Exum\exumda01,PG,21,UTA,43,795,9.2,.528,.416,.176,2.6,8.9,5.8,14.4,0.9,0.8,15.2,17.9,,0.2,0.9,1.1,.065,,-1.5,-0.5,-2.0,0.0"
"124,Kenneth Faried\farieke01,PF,27,DEN,49,1078,20.4,.602,.016,.534,15.5,24.1,19.7,5.9,1.6,2.6,11.0,17.4,,2.9,0.9,3.8,.171,,1.1,0.0,1.1,0.8"
"125,Jordan Farmar\farmajo01,PG,30,SAC,2,35,14.5,.500,.750,.000,3.3,6.6,5.0,39.1,2.9,0.0,20.0,19.4,,0.0,0.0,0.1,.069,,0.6,-3.9,-3.3,0.0"
"126,Derrick Favors\favorde01,PF,25,UTA,41,964,15.7,.507,.024,.287,8.7,20.9,15.0,7.7,2.0,3.0,11.4,20.9,,0.3,1.9,2.2,.111,,-2.8,2.6,-0.2,0.4"
"127,Kay Felder\feldeka01,PG,21,CLE,37,353,10.8,.469,.146,.328,1.0,10.0,5.6,20.7,2.2,1.4,14.7,22.9,,-0.2,0.4,0.1,.018,,-4.7,-1.0,-5.7,-0.3"
"128,Cristiano Felicio\feliccr01,C,24,CHI,50,794,15.7,.589,.000,.480,14.1,19.3,16.7,5.6,1.1,1.2,10.0,12.6,,1.8,0.8,2.6,.158,,-0.1,0.0,-0.1,0.4"
"129,Raymond Felton\feltora01,PG,32,LAC,56,1271,11.9,.513,.293,.112,2.6,11.6,7.2,17.5,1.9,1.2,13.1,17.0,,0.6,1.3,1.9,.070,,-1.0,0.7,-0.3,0.6"
"130,Yogi Ferrell\ferreyo01,PG,23,TOT,22,541,12.7,.537,.489,.227,2.0,8.8,5.3,22.2,1.8,0.6,15.7,19.5,,0.3,0.4,0.7,.062,,-0.4,-1.0,-1.4,0.1"
"130,Yogi Ferrell\ferreyo01,PG,23,BRK,10,151,6.6,.482,.551,.327,2.8,5.5,4.2,16.9,0.6,1.0,20.0,19.8,,-0.2,0.0,-0.2,-0.057,,-4.1,-3.3,-7.4,-0.2"
"130,Yogi Ferrell\ferreyo01,PG,23,DAL,12,390,15.1,.560,.465,.189,1.7,10.1,5.7,24.2,2.3,0.5,13.8,19.4,,0.5,0.4,0.9,.108,,1.0,-0.1,0.9,0.3"
"131,Dorian Finney-Smith\finnedo01,PF,23,DAL,57,1183,8.0,.530,.597,.213,3.1,12.0,7.3,5.9,1.6,1.4,13.0,11.1,,0.2,1.1,1.3,.054,,-2.4,1.4,-1.0,0.3"
"132,Bryn Forbes\forbebr01,SG,23,SAS,20,95,4.7,.440,.500,.036,1.2,8.1,4.8,4.4,0.5,0.0,0.0,13.5,,0.0,0.1,0.1,.039,,-3.1,-2.3,-5.4,-0.1"
"133,Evan Fournier\fournev01,SG,24,ORL,47,1560,13.2,.540,.353,.293,2.3,8.9,5.5,16.6,1.5,0.2,12.8,23.6,,0.7,0.9,1.6,.050,,0.2,-1.7,-1.5,0.2"
"134,Randy Foye\foyera01,SG,33,BRK,45,852,6.6,.497,.607,.165,1.0,12.3,6.7,16.0,1.1,0.6,21.0,15.2,,-0.7,0.3,-0.4,-0.023,,-3.7,-1.1,-4.8,-0.6"
"135,Tim Frazier\fraziti01,PG,26,NOP,43,1061,13.3,.522,.287,.327,2.3,9.8,6.0,33.7,1.7,0.5,18.9,17.9,,0.8,0.9,1.7,.077,,-1.1,-1.1,-2.3,-0.1"
"136,Channing Frye\fryech01,C,33,CLE,50,949,15.1,.586,.645,.141,3.3,18.1,11.0,5.5,1.0,2.2,8.1,20.1,,1.4,1.0,2.4,.122,,0.8,-1.4,-0.7,0.3"
"137,Danilo Gallinari\gallida01,SF,28,DEN,46,1559,16.2,.607,.411,.512,1.8,14.7,8.2,9.4,0.9,0.5,8.9,19.4,,4.0,0.4,4.4,.134,,2.2,-2.1,0.1,0.8"
"138,Langston Galloway\gallola01,PG,25,TOT,56,1132,11.0,.505,.607,.117,1.8,9.6,5.7,9.0,1.7,0.4,5.7,19.3,,0.2,1.0,1.1,.047,,-0.4,-1.7,-2.1,0.0"
"138,Langston Galloway\gallola01,PG,25,NOP,55,1120,11.2,.508,.608,.118,1.9,9.6,5.7,9.0,1.7,0.4,5.7,19.5,,0.2,1.0,1.2,.049,,-0.3,-1.7,-2.0,0.0"
"138,Langston Galloway\gallola01,G,25,SAC,1,12,-3.0,.000,.500,.000,0.0,9.7,4.8,10.8,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,-0.149,,-9.6,-2.3,-11.9,0.0"
"139,Marc Gasol\gasolma01,C,32,MEM,56,1923,21.2,.561,.225,.305,2.7,18.2,10.2,24.0,1.4,3.9,10.5,26.9,,3.8,2.9,6.7,.166,,2.6,2.3,4.9,3.3"
"140,Pau Gasol\gasolpa01,C,36,SAS,40,1056,19.3,.567,.124,.282,7.0,26.8,17.2,16.0,0.8,3.6,10.7,20.0,,1.9,2.0,3.9,.178,,0.5,3.2,3.6,1.5"
"141,Rudy Gay\gayru01,SF,30,SAC,30,1013,18.0,.559,.256,.312,4.0,17.8,10.9,14.1,2.3,2.4,12.8,25.7,,0.9,1.1,2.0,.092,,0.2,0.5,0.7,0.7"
"142,Michael Gbinije\gbinimi01,SG,24,DET,9,32,-2.1,.184,.400,.200,6.8,3.5,5.2,7.9,0.0,0.0,0.0,15.2,,-0.1,0.0,-0.1,-0.137,,-7.5,-2.7,-10.3,-0.1"
"143,Alonzo Gee\geeal01,SF,29,DEN,13,89,3.0,.306,.214,.643,4.9,12.6,8.7,8.3,2.7,0.9,18.2,10.4,,-0.1,0.1,-0.1,-0.036,,-5.5,0.8,-4.7,-0.1"
"144,Paul George\georgpa01,SF,26,IND,52,1839,18.2,.566,.343,.279,2.8,16.4,9.7,15.5,2.1,0.8,13.0,28.0,,1.7,1.9,3.6,.093,,1.7,-0.6,1.1,1.5"
"145,Jonathan Gibson\gibsojo01,PG,29,DAL,17,231,9.7,.492,.474,.305,0.5,11.2,5.6,18.8,1.8,0.0,16.3,26.4,,-0.3,0.2,-0.1,-0.027,,-3.2,-2.2,-5.4,-0.2"
"146,Taj Gibson\gibsota01,PF,31,TOT,56,1523,15.7,.547,.022,.219,8.5,19.3,13.8,6.6,1.0,2.6,11.5,19.2,,1.5,1.7,3.2,.102,,-1.7,0.4,-1.3,0.2"
"146,Taj Gibson\gibsota01,PF,31,CHI,55,1502,15.7,.549,.023,.225,8.5,19.3,13.8,6.5,0.9,2.7,11.7,19.1,,1.5,1.7,3.2,.103,,-1.7,0.4,-1.3,0.3"
"146,Taj Gibson\gibsota01,F,31,OKC,1,21,16.2,.462,.000,.000,5.3,15.6,10.5,9.0,2.3,0.0,0.0,26.3,,0.0,0.0,0.0,.078,,-3.8,-3.2,-7.0,0.0"
"147,Manu Ginobili\ginobma01,SG,39,SAS,50,926,14.3,.531,.509,.264,2.7,11.3,7.1,19.7,3.1,1.2,15.3,20.7,,0.6,1.7,2.2,.115,,0.7,1.3,2.0,0.9"
"148,Rudy Gobert\goberru01,C,24,UTA,58,1944,22.1,.673,.002,.834,13.8,29.4,21.9,5.0,1.1,6.1,16.2,16.1,,5.4,4.4,9.8,.242,,0.8,4.6,5.4,3.6"
"149,Archie Goodwin\goodwar01,SG,22,NOP,3,30,19.7,.798,.400,2.000,0.0,0.0,0.0,4.6,0.0,2.7,0.0,13.9,,0.2,0.0,0.2,.290,,2.2,-4.0,-1.8,0.0"
"150,Aaron Gordon\gordoaa01,SF,21,ORL,58,1601,12.9,.506,.337,.246,5.2,13.4,9.2,11.3,1.3,1.3,8.9,19.6,,0.7,1.3,2.0,.059,,-0.9,-0.3,-1.2,0.3"
"151,Eric Gordon\gordoer01,SG,28,HOU,54,1646,14.4,.568,.657,.160,1.1,8.3,4.7,13.8,1.0,1.3,10.1,23.5,,2.2,1.1,3.3,.095,,1.7,-2.7,-1.0,0.4"
"152,Marcin Gortat\gortama01,C,32,WAS,56,1934,16.1,.608,.002,.237,10.7,26.2,18.6,6.6,0.8,2.5,13.7,14.4,,3.4,2.5,5.9,.147,,-0.4,1.7,1.3,1.6"
"153,Treveon Graham\grahatr01,SG,23,CHO,18,106,7.3,.580,.444,.556,2.0,12.1,7.1,6.7,0.9,0.0,8.2,10.3,,0.1,0.1,0.2,.092,,-2.7,-1.2,-3.9,-0.1"
"154,Jerami Grant\grantje01,SF,22,TOT,57,1209,10.4,.558,.322,.460,2.4,11.9,7.2,3.9,1.1,4.3,9.0,12.1,,1.0,1.4,2.4,.095,,-3.0,1.1,-2.0,0.0"
"154,Jerami Grant\grantje01,SF,22,PHI,2,41,3.3,.390,.118,.471,0.0,18.8,9.4,0.0,0.0,7.8,12.8,24.9,,-0.2,0.1,-0.1,-0.137,,-13.9,-2.4,-16.3,-0.1"
"154,Jerami Grant\grantje01,SF,22,OKC,55,1168,10.7,.569,.336,.459,2.5,11.7,7.1,4.1,1.1,4.2,8.7,11.7,,1.1,1.4,2.5,.103,,-2.7,1.2,-1.5,0.2"
"155,Jerian Grant\grantje02,PG,24,CHI,48,785,11.6,.543,.427,.282,1.6,9.1,5.3,14.1,2.3,0.6,12.7,16.2,,0.7,0.8,1.5,.090,,-0.7,-0.6,-1.3,0.1"
"156,Danny Green\greenda02,SG,29,SAS,49,1309,10.8,.572,.721,.056,1.6,12.0,6.9,9.4,2.0,2.4,13.7,13.1,,0.7,2.1,2.8,.104,,0.6,2.4,3.0,1.6"
"157,Draymond Green\greendr01,PF,26,GSW,55,1789,16.8,.528,.409,.324,4.8,21.4,13.7,27.6,3.0,3.6,20.1,15.7,,2.3,4.0,6.2,.167,,0.7,5.2,5.8,3.5"
"158,Gerald Green\greenge01,SG,31,BOS,36,410,12.4,.512,.453,.144,4.1,13.7,8.9,11.3,0.9,1.0,7.7,22.8,,0.2,0.3,0.4,.052,,-1.4,-2.9,-4.3,-0.2"
"159,JaMychal Green\greenja01,PF,26,MEM,57,1631,12.9,.585,.283,.343,8.6,20.8,14.5,6.8,1.2,1.7,14.2,14.2,,2.2,2.2,4.4,.130,,-0.7,1.6,0.9,1.2"
"160,Jeff Green\greenje02,SF,30,ORL,58,1341,10.2,.503,.357,.321,2.6,12.2,7.3,7.9,1.2,0.7,10.9,20.1,,-0.2,0.9,0.7,.024,,-2.8,-1.5,-4.3,-0.8"
"161,Blake Griffin\griffbl01,PF,27,LAC,38,1271,23.5,.554,.063,.425,7.1,21.2,14.3,26.5,1.6,1.3,10.7,29.3,,3.1,1.6,4.7,.178,,3.1,1.8,4.9,2.2"
"162,Justin Hamilton\hamilju01,C,26,BRK,50,977,13.0,.535,.502,.112,6.8,17.3,12.1,7.1,1.2,3.1,10.2,15.5,,0.6,0.7,1.4,.067,,-1.3,0.4,-0.9,0.3"
"163,A.J. Hammons\hammoaj01,C,24,DAL,17,77,9.7,.455,.273,.455,7.2,24.0,15.2,4.1,0.0,7.0,10.2,18.1,,-0.1,0.1,0.0,.017,,-6.7,1.1,-5.6,-0.1"
"164,Tim Hardaway\hardati02,SG,24,ATL,56,1412,14.4,.551,.473,.213,1.5,9.4,5.5,13.8,1.2,0.7,9.0,22.7,,1.3,1.3,2.6,.087,,0.7,-1.9,-1.2,0.3"
"165,James Harden\hardeja01,PG,27,HOU,60,2188,27.4,.615,.485,.583,3.5,21.2,12.4,50.6,2.0,1.0,19.9,34.2,,8.7,2.8,11.5,.252,,8.5,1.5,10.0,6.6"
"166,Maurice Harkless\harklma01,SF,23,POR,53,1543,13.0,.553,.338,.160,6.1,11.8,8.9,5.4,2.0,2.6,11.0,16.2,,1.2,1.2,2.4,.073,,-0.4,0.5,0.1,0.8"
"167,Montrezl Harrell\harremo01,PF,23,HOU,48,899,19.5,.659,.010,.336,8.9,13.4,11.2,10.3,1.0,3.1,10.6,17.9,,2.6,0.9,3.5,.188,,1.0,0.2,1.3,0.7"
"168,Devin Harris\harride01,PG,33,DAL,41,691,12.1,.521,.519,.380,1.5,13.4,7.1,16.7,2.0,0.4,11.3,18.8,,0.4,0.7,1.1,.078,,-1.0,-0.3,-1.3,0.1"
"169,Gary Harris\harriga01,SG,22,DEN,34,979,16.1,.590,.386,.216,3.1,9.0,6.0,12.8,2.0,0.5,9.8,19.3,,1.9,0.3,2.3,.111,,2.5,-1.7,0.8,0.7"
"170,Joe Harris\harrijo01,SG,25,BRK,50,1107,9.3,.562,.605,.139,1.4,12.0,6.8,7.5,1.3,0.5,12.6,16.5,,0.2,0.4,0.6,.028,,-1.4,-1.5,-2.9,-0.2"
"171,Tobias Harris\harrito02,PF,24,DET,58,1840,16.8,.576,.294,.197,1.9,16.3,9.0,8.3,1.0,1.3,8.3,21.9,,2.8,2.0,4.8,.125,,0.9,0.0,0.9,1.3"
"172,Aaron Harrison\harriaa01,SG,22,CHO,5,17,-2.1,.102,.500,.500,0.0,18.9,9.5,22.8,0.0,0.0,0.0,12.8,,-0.1,0.0,0.0,-0.137,,-9.5,-1.7,-11.2,0.0"
"173,Andrew Harrison\harrian01,SG,22,MEM,54,1165,8.7,.473,.438,.551,1.8,8.3,5.0,20.2,2.0,1.5,15.8,16.2,,0.0,1.4,1.4,.058,,-2.4,0.3,-2.1,0.0"
"174,Udonis Haslem\hasleud01,C,36,MIA,16,129,8.8,.542,.091,.682,6.8,23.0,14.9,6.5,2.0,0.6,21.9,12.6,,0.0,0.2,0.2,.075,,-4.6,1.4,-3.3,0.0"
"175,Spencer Hawes\hawessp01,PF,28,CHO,35,626,14.7,.545,.252,.156,5.5,19.5,12.5,16.3,1.0,3.6,14.7,19.4,,0.3,0.9,1.2,.093,,-1.8,1.7,-0.1,0.3"
"176,Gordon Hayward\haywago01,SF,26,UTA,51,1766,23.1,.604,.328,.426,2.2,15.9,9.3,18.4,1.5,0.6,9.1,27.6,,5.7,2.5,8.2,.223,,4.7,0.3,5.0,3.1"
"177,Gerald Henderson\hendege02,SG,29,PHI,53,1287,11.6,.550,.290,.302,1.8,9.8,5.8,10.9,1.2,0.7,9.5,17.8,,1.1,0.9,2.0,.075,,-1.5,-1.1,-2.5,-0.2"
"178,John Henson\hensojo01,C,26,MIL,47,943,14.4,.553,.004,.394,8.0,20.9,14.6,7.9,1.3,5.7,14.0,16.3,,0.8,1.2,2.0,.102,,-2.7,2.1,-0.5,0.4"
"179,Juan Hernangomez\hernaju01,PF,21,DEN,42,522,14.2,.588,.470,.351,6.7,18.9,12.8,5.3,1.8,1.8,8.8,13.7,,0.9,0.4,1.3,.118,,0.3,-0.7,-0.4,0.2"
"180,Willy Hernangomez\hernawi01,C,22,NYK,51,819,18.8,.581,.046,.294,13.2,27.3,20.2,10.5,1.3,2.9,16.9,18.6,,1.3,0.9,2.2,.129,,-0.8,0.7,0.0,0.4"
"181,Mario Hezonja\hezonma01,SF,21,ORL,43,515,6.6,.460,.451,.092,2.1,14.4,8.1,10.1,1.5,1.3,16.9,19.8,,-1.0,0.5,-0.5,-0.047,,-5.2,-0.9,-6.2,-0.5"
"182,Roy Hibbert\hibbero01,C,30,CHO,42,671,13.4,.613,.000,.521,8.5,15.8,12.2,4.5,0.6,5.6,14.9,13.8,,1.0,0.9,1.9,.136,,-2.9,2.1,-0.8,0.2"
"183,Buddy Hield\hieldbu01,SG,23,TOT,59,1213,10.3,.510,.506,.079,1.6,13.5,7.5,10.5,0.8,0.5,9.3,20.5,,-0.3,0.9,0.5,.021,,-1.8,-2.0,-3.8,-0.5"
"183,Buddy Hield\hieldbu01,SG,23,NOP,57,1161,9.9,.502,.511,.070,1.7,13.4,7.5,10.5,0.8,0.5,9.0,20.4,,-0.4,0.8,0.4,.017,,-1.9,-1.9,-3.8,-0.5"
"183,Buddy Hield\hieldbu01,G,23,SAC,2,52,18.9,.685,.400,.300,0.0,15.6,7.8,10.3,1.0,0.0,15.0,23.2,,0.1,0.0,0.1,.120,,0.6,-3.8,-3.2,0.0"
